Title,Company,Date Posted,Experience,Skills/Desc,Link
Data Scientist at NCBA Group,View Jobs at NCBA Group,"Data Scientist at NCBA GroupView Jobs in Banking / Financial Services/View Jobs at NCBA Group:Dec 14, 2021Deadline:Not specifiedSaveEmail","as well as in depth knowledge of the Python programming language, SAS Enterprise Miner and substantial knowledge of big data platforms such as Aster and Hadoop.",N/A,https://www.myjobmag.co.ke/job/data-scientist-ncba-group-1
Data Officer at Centre for Health Solutions â€“ Kenya (CHS),View Jobs at Centre for Health Solutions - Kenya (CHS),"Data Officer at Centre for Health Solutions - Kenya (CHS)View Jobs in Healthcare / Medical/View Jobs at Centre for Health Solutions - Kenya (CHS):Dec 9, 2021Deadline:Dec 13, 2021SaveEmail",Proficiency in computer packages for generating and analysis reports.  in use of visual analytics tools is an added advantage,N/A,https://www.myjobmag.co.ke/job/data-officer-centre-for-health-solutions-ndash-kenya-chs-1
"Senior Managing Consultant, Delivery, Data & Services at MasterCard",View Jobs at MasterCard,"Senior Managing Consultant, Delivery, Data & Services at MasterCardView Jobs in ICT / Telecommunication/View Jobs at MasterCard:Dec 7, 2021Deadline:Not specifiedSaveEmail",,N/A,https://www.myjobmag.co.ke/job/senior-managing-consultant-delivery-data-services-mastercard-2
Corporate Health Document & Data Operations Associate (Medical Vetting) at Britam,View Jobs at Britam,"Corporate Health Document & Data Operations Associate (Medical Vetting) at BritamView Jobs in Banking / Financial Services/View Jobs at Britam:Dec 7, 2021Deadline:Dec 13, 2021SaveEmail",2 - 3 years,N/A,https://www.myjobmag.co.ke/job/corporate-health-document-data-operations-associate-medical-vetting-britam
Data Specialist at Kenya Medical Research - KEMRI,View Jobs at Kenya Medical Research - KEMRI,"Data Specialist at Kenya Medical Research - KEMRIView Jobs in Government/View Jobs at Kenya Medical Research - KEMRI:Dec 6, 2021Deadline:Dec 26, 2021SaveEmail",working with online database management systems and statistical analysis,N/A,https://www.myjobmag.co.ke/job/data-specialist-kemya-medical-research-kemri-1
Senior Data Engineer at DT One,View Jobs at DT One,"Senior Data Engineer at DT OneView Jobs in Banking / Financial Services/View Jobs at DT One:Dec 6, 2021Deadline:Not specifiedSaveEmail","with software development best practices - include handling and logging errors, monitoring the system, building fault-tolerant pipelines, understanding how to scale up, addressing continuous integration",N/A,https://www.myjobmag.co.ke/job/senior-data-engineer-dt-one-2
Senior Data Engineer at DT One,View Jobs at DT One,"Senior Data Engineer at DT OneView Jobs in Banking / Financial Services/View Jobs at DT One:Dec 3, 2021Deadline:Not specifiedSaveEmail","with software development best practices - include handling and logging errors, monitoring the system, building fault-tolerant pipelines, understanding how to scale up, addressing continuous integration",N/A,https://www.myjobmag.co.ke/job/senior-data-engineer-dt-one-1
Data Analyst - Tableau - Remote at Xalam Analytics,View Jobs at Xalam Analytics,"Data Analyst - Tableau - Remote at Xalam AnalyticsView Jobs in Research/View Jobs at Xalam Analytics:Dec 3, 2021Deadline:Not specifiedSaveEmail",,N/A,https://www.myjobmag.co.ke/job/data-analyst-tableau-remote-xalam-analytics
Data Quality Assurance Officer at Komaza Kenya,View Jobs at Komaza Kenya,"Data Quality Assurance Officer at Komaza KenyaView Jobs in Agriculture / Agro-Allied/View Jobs at Komaza Kenya:Dec 2, 2021Deadline:Not specifiedSaveEmail","working in fast-paced, demanding environment of a fast-growth company and comfortable wearing many hats",N/A,https://www.myjobmag.co.ke/job/data-quality-assurance-officer-komaza-kenya
Data Operations Officer at Komaza Kenya,View Jobs at Komaza Kenya,"Data Operations Officer at Komaza KenyaView Jobs in Agriculture / Agro-Allied/View Jobs at Komaza Kenya:Dec 2, 2021Deadline:Not specifiedSaveEmail",,N/A,https://www.myjobmag.co.ke/job/data-operations-officer-komaza-kenya
"Data Officer at The Center for International Health, Education and Biosecurity (CIHEB)","View Jobs at The Center for International Health, Education and Biosecurity (CIHEB)","Data Officer at The Center for International Health, Education and Biosecurity (CIHEB)View Jobs in Education / Teaching/View Jobs at The Center for International Health, Education and Biosecurity (CIHEB):Nov 30, 2021Deadline:Dec 3, 2021SaveEmail",1 - 3 years,N/A,https://www.myjobmag.co.ke/job/data-officer-the-center-for-international-health-education-and-biosecurity-ciheb
Sales Data Entry Intern at SunCulture Kenya Ltd,View Jobs at SunCulture Kenya Ltd,"Sales Data Entry Intern at SunCulture Kenya LtdView Jobs in Agriculture / Agro-Allied/View Jobs at SunCulture Kenya Ltd:Nov 30, 2021Deadline:Not specifiedSaveEmail","with MS Office, GSuite, good typing speed with accuracy/attention to details",N/A,https://www.myjobmag.co.ke/job/sales-data-entry-intern-sunculture-kenya-ltd
Big Data Engineer at Standard Focus Ltd,View Jobs at Standard Focus Ltd,"Big Data Engineer at Standard Focus LtdView Jobs in Consulting/View Jobs at Standard Focus Ltd:Nov 29, 2021Deadline:Not specifiedSaveEmail",designing and implementing distributed software systems (e.g Python).,N/A,https://www.myjobmag.co.ke/job/big-data-engineer-standard-focus-ltd
Senior Data Scientist - Multiple Locations at IDinsight,View Jobs at IDinsight,"Senior Data Scientist - Multiple Locations at IDinsightView Jobs in NGO / Non-Profit Associations/View Jobs at IDinsight:Nov 25, 2021Deadline:Not specifiedSaveEmail",with Docker.,N/A,https://www.myjobmag.co.ke/job/senior-data-scientist-multiple-locations-idinsight
Data Visualization & Dashboard Specialist at IDinsight,View Jobs at IDinsight,"Data Visualization & Dashboard Specialist at IDinsightView Jobs in NGO / Non-Profit Associations/View Jobs at IDinsight:Nov 25, 2021Deadline:Not specifiedSaveEmail",with SQL and related database systems such as PostgreSQL or BigQuery.,N/A,https://www.myjobmag.co.ke/job/data-visualization-dashboard-specialist-idinsight
"Senior Data Manager ,KMR 5 (1 Position) at Kenya Medical Research - KEMRI",View Jobs at Kenya Medical Research - KEMRI,"Senior Data Manager ,KMR 5 (1 Position) at Kenya Medical Research - KEMRIView Jobs in Government/View Jobs at Kenya Medical Research - KEMRI:Nov 24, 2021Deadline:Dec 13, 2021SaveEmail",,N/A,https://www.myjobmag.co.ke/job/senior-data-manager-kmr-5-1-position-kemya-medical-research-kemri
Data Analyst Lead at Royal Media Group,View Jobs at Royal Media Group,"Data Analyst Lead at Royal Media GroupView Jobs in Media / Radio / TV/View Jobs at Royal Media Group:Nov 23, 2021Deadline:Dec 3, 2021SaveEmail","visualizing/presenting data for stakeholders using: Power BI, Data Studio etc.",N/A,https://www.myjobmag.co.ke/job/data-analyst-lead-royal-media-group
Data Protection Officer at KCB Bank Kenya,View Jobs at KCB Bank Kenya,"Data Protection Officer at KCB Bank KenyaView Jobs in Banking / Financial Services/View Jobs at KCB Bank Kenya:Nov 22, 2021Deadline:Dec 6, 2021SaveEmail",in Data Privacy laws within the region and/or EU Data Privacy laws.,N/A,https://www.myjobmag.co.ke/job/data-protection-officer-kcb-bank-kenya
Data Privacy Manager at KCB Bank Kenya,View Jobs at KCB Bank Kenya,"Data Privacy Manager at KCB Bank KenyaView Jobs in Banking / Financial Services/View Jobs at KCB Bank Kenya:Nov 22, 2021Deadline:Dec 6, 2021SaveEmail",in Data Privacy Laws within the region and/or EU Data Privacy laws.,N/A,https://www.myjobmag.co.ke/job/data-privacy-manager-kcb-bank-kenya
Trainer for Capacity Building Peer Monitors in Data Collection and Knowledge Sharing at HIAS Refugee Trust of Kenya,View Jobs at HIAS Refugee Trust of Kenya,"Trainer for Capacity Building Peer Monitors in Data Collection and Knowledge Sharing at HIAS Refugee Trust of KenyaView Jobs in NGO / Non-Profit Associations/View Jobs at HIAS Refugee Trust of Kenya:Nov 22, 2021Deadline:Nov 26, 2021SaveEmail",None,N/A,https://www.myjobmag.co.ke/job/trainer-for-capacity-building-peer-monitors-in-data-collection-and-knowledge-sharing-hias
Data Analytics Intern at Roche Kenya,View Jobs at Roche Kenya,"Data Analytics Intern at Roche KenyaView Jobs in Pharmaceuticals/View Jobs at Roche Kenya:Nov 19, 2021Deadline:Not specifiedSaveEmail","Data engineering skills: familiar with data manipulation tools, database management, and data visualization. d in software tools such as Tableau, Data Studio, SQL, etc.",N/A,https://www.myjobmag.co.ke/job/data-analytics-intern-roche-kenya-1
Fixed Data Delivery Lead at Safaricom Kenya,View Jobs at Safaricom Kenya,"Fixed Data Delivery Lead at Safaricom KenyaView Jobs in ICT / Telecommunication/View Jobs at Safaricom Kenya:Nov 17, 2021Deadline:Not specifiedSaveEmail",3+ years’  in Technical Leadership of large IT projects,N/A,https://www.myjobmag.co.ke/job/fixed-data-delivery-lead-safaricom-kenya
Data & Applied Scientist-Substrate App Platform at Microsoft,View Jobs at Microsoft,"Data & Applied Scientist-Substrate App Platform at MicrosoftView Jobs in ICT / Telecommunication/View Jobs at Microsoft:Nov 17, 2021Deadline:Not specifiedSaveEmail","in Azure, Exchange, or other cloud and distributed systems is a plus.",N/A,https://www.myjobmag.co.ke/job/data-applied-scientist-substrate-app-platform-microsoft
Data Visualization and Information Manager. at Rainforest Alliance,View Jobs at Rainforest Alliance,"Data Visualization and Information Manager. at Rainforest AllianceView Jobs in NGO / Non-Profit Associations/View Jobs at Rainforest Alliance:Nov 16, 2021Deadline:Not specifiedSaveEmail",with multi-national organizations (non-profit is a plus).,N/A,https://www.myjobmag.co.ke/job/data-visualization-and-information-manager-rainforest-alliance
Data Analytics Intern at Roche Kenya,View Jobs at Roche Kenya,"Data Analytics Intern at Roche KenyaView Jobs in Pharmaceuticals/View Jobs at Roche Kenya:Nov 16, 2021Deadline:Not specifiedSaveEmail","Data engineering skills: familiar with data manipulation tools, database management, and data visualization. d in software tools such as Tableau, Data Studio, SQL, etc.",N/A,https://www.myjobmag.co.ke/job/data-analytics-intern-roche-kenya
Data Analyst at Research 8020 Limited,View Jobs at Research 8020 Limited,"Data Analyst at Research 8020 LimitedView Jobs in Research/View Jobs at Research 8020 Limited:Nov 11, 2021Deadline:Nov 25, 2021SaveEmail",2 years,N/A,https://www.myjobmag.co.ke/job/data-analyst-research-8020-limited
Data Protection Officer at Kantar,View Jobs at Kantar,"Data Protection Officer at KantarView Jobs in Consulting/View Jobs at Kantar:Nov 11, 2021Deadline:Not specifiedSaveEmail",3 years,N/A,https://www.myjobmag.co.ke/job/data-protection-officer-kantar
Data Clerk at Sanergy,View Jobs at Sanergy,"Data Clerk at SanergyView Jobs in Janitorial Services / Environment/View Jobs at Sanergy:Nov 10, 2021Deadline:Nov 30, 2021SaveEmail",in a related field,N/A,https://www.myjobmag.co.ke/job/data-clerk-sanergy-1
Data Clerk at Sanergy,View Jobs at Sanergy,"Data Clerk at SanergyView Jobs in Janitorial Services / Environment/View Jobs at Sanergy:Nov 9, 2021Deadline:Nov 9, 2021SaveEmail",in a related field,N/A,https://www.myjobmag.co.ke/job/data-clerk-sanergy
Chief Information Security Officer & Data Privacy Officer at Sidian Bank,View Jobs at Sidian Bank,"Chief Information Security Officer & Data Privacy Officer at Sidian BankView Jobs in Banking / Financial Services/View Jobs at Sidian Bank:Nov 9, 2021Deadline:Nov 19, 2021SaveEmail",3- 5 years Banking,N/A,https://www.myjobmag.co.ke/job/chief-information-security-officer-data-privacy-officer-sidian-bank
Data Entry Intern at Guardnow Security Group (K) Ltd,View Jobs at Guardnow Security Group (K) Ltd,"Data Entry Intern at Guardnow Security Group (K) LtdView Jobs in Security/View Jobs at Guardnow Security Group (K) Ltd:Nov 9, 2021Deadline:Nov 13, 2021SaveEmail","using office equipment, like fax machine and scanner",N/A,https://www.myjobmag.co.ke/job/data-entry-intern-guardnow-security-group-k-ltd
Flight Data Analyst at Kenya Airways,View Jobs at Kenya Airways,"Flight Data Analyst at Kenya AirwaysView Jobs in Aviation / Airline/View Jobs at Kenya Airways:Nov 8, 2021Deadline:Not specifiedSaveEmail",,N/A,https://www.myjobmag.co.ke/job/flight-data-analyst-kenya-airways
Nutrition Data Information Assistant at International Rescue Committee,View Jobs at International Rescue Committee,"Nutrition Data Information Assistant at International Rescue CommitteeView Jobs in NGO / Non-Profit Associations/View Jobs at International Rescue Committee:Nov 8, 2021Deadline:Not specifiedSaveEmail",,N/A,https://www.myjobmag.co.ke/job/nutrition-data-information-assistant-international-rescue-committee
Filing & Data Team Assistant at Flexi-Personnel,View Jobs at Flexi-Personnel,"Filing & Data Team Assistant at Flexi-PersonnelView Jobs in Consulting/View Jobs at Flexi-Personnel:Nov 8, 2021Deadline:Nov 8, 2021SaveEmail",,N/A,https://www.myjobmag.co.ke/job/filing-data-team-assistant-flexi-personnel
"Plan Data and Analytics BP, Africa, APAC, (X-functional, CRES, legal, HR) at Diageo",View Jobs at Diageo,"Plan Data and Analytics BP, Africa, APAC, (X-functional, CRES, legal, HR) at DiageoView Jobs in Manufacturing / Production / FMCG/View Jobs at Diageo:Nov 8, 2021Deadline:Not specifiedSaveEmail",,N/A,https://www.myjobmag.co.ke/job/plan-data-and-analytics-bp-africa-apac-x-functional-cres-legal-hr-diageo
Data Analyst. at Palladium International,View Jobs at Palladium International,"Data Analyst. at Palladium InternationalView Jobs in Consulting/View Jobs at Palladium International:Nov 8, 2021Deadline:Not specifiedSaveEmail",with data visualization tools such as Tableau and Power BI,N/A,https://www.myjobmag.co.ke/job/data-analyst-palladium-international
Chief Data Officer at Jubilee Insurance,View Jobs at Jubilee Insurance,"Chief Data Officer at Jubilee InsuranceView Jobs in Insurance/View Jobs at Jubilee Insurance:Nov 8, 2021Deadline:Nov 17, 2021SaveEmail",10 years,N/A,https://www.myjobmag.co.ke/job/chief-data-officer-jubilee-insurance
Data & Fraud Analyst at Jubilee Insurance,View Jobs at Jubilee Insurance,"Data & Fraud Analyst at Jubilee InsuranceView Jobs in Insurance/View Jobs at Jubilee Insurance:Nov 8, 2021Deadline:Nov 17, 2021SaveEmail",,N/A,https://www.myjobmag.co.ke/job/data-fraud-analyst-jubilee-insurance
Data Scientist at Jubilee Insurance,View Jobs at Jubilee Insurance,"Data Scientist at Jubilee InsuranceView Jobs in Insurance/View Jobs at Jubilee Insurance:Nov 8, 2021Deadline:Nov 17, 2021SaveEmail","in visualizing/presenting data for stakeholders using: Periscope, Business Objects, D3 and ggplot",N/A,https://www.myjobmag.co.ke/job/data-scientist-jubilee-insurance
Data Engineer at Jubilee Insurance,View Jobs at Jubilee Insurance,"Data Engineer at Jubilee InsuranceView Jobs in Insurance/View Jobs at Jubilee Insurance:Nov 8, 2021Deadline:Nov 17, 2021SaveEmail","with Big Data Technologies (Hadoop, Spark, RedShift, Big Query, Apache)",N/A,https://www.myjobmag.co.ke/job/data-engineer-jubilee-insurance
Web Data Analyst at Farsight Africa Group,View Jobs at Farsight Africa Group,"Web Data Analyst at Farsight Africa GroupView Jobs in Consulting/View Jobs at Farsight Africa Group:Nov 5, 2021Deadline:Nov 19, 2021SaveEmail","with literature searches, web-based data extraction and synthesis and accurate reporting",N/A,https://www.myjobmag.co.ke/job/web-data-analyst-farsight-africa-group
Data Analyst at Farsight Africa Group,View Jobs at Farsight Africa Group,"Data Analyst at Farsight Africa GroupView Jobs in Consulting/View Jobs at Farsight Africa Group:Nov 5, 2021Deadline:Nov 19, 2021SaveEmail",5 - 7 years,N/A,https://www.myjobmag.co.ke/job/data-analyst-farsight-africa-group
"Senior Managing Consultant, Delivery, Data & Services at MasterCard",View Jobs at MasterCard,"Senior Managing Consultant, Delivery, Data & Services at MasterCardView Jobs in ICT / Telecommunication/View Jobs at MasterCard:Nov 2, 2021Deadline:Not specifiedSaveEmail",,N/A,https://www.myjobmag.co.ke/job/senior-managing-consultant-delivery-data-services-mastercard-1
Data Clerk. at Ananda Marga Universal Relief Team (AMURT),View Jobs at Ananda Marga Universal Relief Team (AMURT),"Data Clerk. at Ananda Marga Universal Relief Team (AMURT)View Jobs in NGO / Non-Profit Associations/View Jobs at Ananda Marga Universal Relief Team (AMURT):Nov 1, 2021Deadline:Not specifiedSaveEmail",in training on data collection tools is a plus,N/A,https://www.myjobmag.co.ke/job/data-clerk-ananda-marga-universal-relief-team-amurt-1
Tech & Data Project Lead at Moringa School,View Jobs at Moringa School,"Tech & Data Project Lead at Moringa SchoolView Jobs in Education / Teaching/View Jobs at Moringa School:Oct 28, 2021Deadline:Not specifiedSaveEmail",developing and deploying end to end software solutions for mid-sized to large teams.,N/A,https://www.myjobmag.co.ke/job/tech-data-project-lead-moringa-school
Data Manager at United Nations Office for Project Services (UNOPS),View Jobs at United Nations Office for Project Services (UNOPS),"Data Manager at United Nations Office for Project Services (UNOPS)View Jobs in NGO / Non-Profit Associations/View Jobs at United Nations Office for Project Services (UNOPS):Oct 27, 2021Deadline:Not specifiedSaveEmail",with humanitarian data and indicators is desirable.,N/A,https://www.myjobmag.co.ke/job/data-manager-united-nations-office-for-project-services-unops
Document and Data Operations Associate at Britam,View Jobs at Britam,"Document and Data Operations Associate at BritamView Jobs in Banking / Financial Services/View Jobs at Britam:Oct 25, 2021Deadline:Oct 29, 2021SaveEmail",2 - 4 years,N/A,https://www.myjobmag.co.ke/job/document-and-data-operations-associate-britam-1
"Cloud Advocate - m365/Power Platform, Data & AI - Global Remote at Microsoft",View Jobs at Microsoft,"Cloud Advocate - m365/Power Platform, Data & AI - Global Remote at MicrosoftView Jobs in ICT / Telecommunication/View Jobs at Microsoft:Oct 25, 2021Deadline:Not specifiedSaveEmail","Azure SDKs, APIs.",N/A,https://www.myjobmag.co.ke/job/cloud-advocate-m365-power-platform-data-ai-global-remote-microsoft
Program Officer I- Data Manager at Population Council,View Jobs at Population Council,"Program Officer I- Data Manager at Population CouncilView Jobs in NGO / Non-Profit Associations/View Jobs at Population Council:Oct 22, 2021Deadline:Nov 3, 2021SaveEmail",2 - 3 years,N/A,https://www.myjobmag.co.ke/job/program-officer-i-data-manager-population-council-1
Data Analyst Consultant at This Ability,View Jobs at This Ability,"Data Analyst Consultant at This AbilityView Jobs in NGO / Non-Profit Associations/View Jobs at This Ability:Oct 21, 2021Deadline:Oct 27, 2021SaveEmail",,N/A,https://www.myjobmag.co.ke/job/data-analyst-consultant-this-ability-1
Regional Office Data Analyst at International Fund for Agricultural Development,View Jobs at International Fund for Agricultural Development,"Regional Office Data Analyst at International Fund for Agricultural DevelopmentView Jobs in NGO / Non-Profit Associations/View Jobs at International Fund for Agricultural Development:Oct 20, 2021Deadline:Nov 13, 2021SaveEmail",2 - 4 years,N/A,https://www.myjobmag.co.ke/job/regional-office-data-analyst-international-fund-for-agricultural-development
Data Assistant at Centre For The Study Of Adolescence,View Jobs at Centre For The Study Of Adolescence,"Data Assistant at Centre For The Study Of AdolescenceView Jobs in NGO / Non-Profit Associations/View Jobs at Centre For The Study Of Adolescence:Oct 18, 2021Deadline:Oct 22, 2021SaveEmail",,N/A,https://www.myjobmag.co.ke/job/data-assistant-centre-for-the-study-of-adolescence
CVM Data Engineer at Safaricom Kenya,View Jobs at Safaricom Kenya,"CVM Data Engineer at Safaricom KenyaView Jobs in ICT / Telecommunication/View Jobs at Safaricom Kenya:Oct 18, 2021Deadline:Oct 21, 2021SaveEmail","with NoSQL databases, such as HBase, Cassandra, MongoDB",N/A,https://www.myjobmag.co.ke/job/cvm-data-engineer-safaricom-kenya
"Technology and Data Manager, Global at Splash International",View Jobs at Splash International,"Technology and Data Manager, Global at Splash InternationalView Jobs in NGO / Non-Profit Associations/View Jobs at Splash International:Oct 18, 2021Deadline:Not specifiedSaveEmail","with Alteryx, SQL and/or Python a plus",N/A,https://www.myjobmag.co.ke/job/technology-and-data-manager-global-splash-international
Data Analysts at Kenya National Commission on Human Rights (KNCHR),View Jobs at Kenya National Commission on Human Rights (KNCHR),"Data Analysts at Kenya National Commission on Human Rights (KNCHR)View Jobs in Law / Legal/View Jobs at Kenya National Commission on Human Rights (KNCHR):Oct 14, 2021Deadline:Oct 25, 2021SaveEmail",1 year,N/A,https://www.myjobmag.co.ke/job/data-analysts-kenya-national-commission-on-human-rights-knchr
Data And Analytics Officer at Amref Kenya,View Jobs at Amref Kenya,"Data And Analytics Officer at Amref KenyaView Jobs in Healthcare / Medical/View Jobs at Amref Kenya:Oct 14, 2021Deadline:Not specifiedSaveEmail","in quantitative and/or qualitative analysis for evaluations desirable. Knowledge/experience in at–least one database and/or analysis tool (SQL, SPSS, STATA etc.)",N/A,https://www.myjobmag.co.ke/job/data-and-analytics-officer-amref-kenya
Data Entry at Limited Liability Company,View Jobs at Limited Liability Company,"Data Entry at Limited Liability CompanyView Jobs at Limited Liability Company:Oct 13, 2021Deadline:Not specifiedSaveEmail",2 - 7 years,N/A,https://www.myjobmag.co.ke/job/data-entry-limited-liability-company
Regional Data Hub Junior Consultant at International Organization for Migration (IOM),View Jobs at International Organization for Migration (IOM),"Regional Data Hub Junior Consultant at International Organization for Migration (IOM)View Jobs in NGO / Non-Profit Associations/View Jobs at International Organization for Migration (IOM):Oct 11, 2021Deadline:Not specifiedSaveEmail",,N/A,https://www.myjobmag.co.ke/job/regional-data-hub-junior-consultant-international-organization-for-migration-iom
Data Quality Analyst at Co-operative Bank Of Kenya,N/A,"Data Quality Analyst at Co-operative Bank Of Kenya:Oct 8, 2021Deadline:Oct 19, 2021SaveEmail",5 years,N/A,https://www.myjobmag.co.ke/job/data-quality-analyst-co-operative-bank-of-kenya-1
Data Assurance Advisor SSA 11 at World Food Programme (WFP),View Jobs at World Food Programme (WFP),"Data Assurance Advisor SSA 11 at World Food Programme (WFP)View Jobs in NGO / Non-Profit Associations/View Jobs at World Food Programme (WFP):Oct 7, 2021Deadline:Not specifiedSaveEmail",Working : At least 10 years (of which three international) of postgraduate progressively responsible professional experience in IT/technology and/or data analytics. Progressively responsible support work experience with government on technological solutions will be an added advantage.,N/A,https://www.myjobmag.co.ke/job/data-assurance-advisor-ssa-11-world-food-programme-wfp
Data Science Specialist at Britam,View Jobs at Britam,"Data Science Specialist at BritamView Jobs in Banking / Financial Services/View Jobs at Britam:Oct 7, 2021Deadline:Oct 12, 2021SaveEmail",in data mining.,N/A,https://www.myjobmag.co.ke/job/data-science-specialist-britam
Operations Data Analyst Intern at Sanergy,View Jobs at Sanergy,"Operations Data Analyst Intern at SanergyView Jobs in Janitorial Services / Environment/View Jobs at Sanergy:Oct 7, 2021Deadline:Oct 30, 2021SaveEmail",1 year,N/A,https://www.myjobmag.co.ke/job/operations-data-analyst-intern-sanergy
"Data Visualization Specialist, Financial Planning And Analysis at PATH",View Jobs at PATH,"Data Visualization Specialist, Financial Planning And Analysis at PATHView Jobs in Healthcare / Medical/View Jobs at PATH:Oct 7, 2021Deadline:Not specifiedSaveEmail","with designing and developing dashboards from scratch for a broad range of audiences (business, finance, executive audiences).",N/A,https://www.myjobmag.co.ke/job/data-visualization-specialist-financial-planning-and-analysis-path
Data Assurance Advisor at World Food Programme (WFP),View Jobs at World Food Programme (WFP),"Data Assurance Advisor at World Food Programme (WFP)View Jobs in NGO / Non-Profit Associations/View Jobs at World Food Programme (WFP):Oct 7, 2021Deadline:Oct 19, 2021SaveEmail",Working : At least 10 years (of which three international) of postgraduate progressively responsible professional experience in IT/technology and/or data analytics. Progressively responsible support work experience with government on technological solutions will be an added advantage.,N/A,https://www.myjobmag.co.ke/job/data-assurance-advisor-world-food-programme-wfp
EMC Document and Data Operations Associate at Britam,View Jobs at Britam,"EMC Document and Data Operations Associate at BritamView Jobs in Banking / Financial Services/View Jobs at Britam:Oct 7, 2021Deadline:Oct 12, 2021SaveEmail",,N/A,https://www.myjobmag.co.ke/job/emc-document-and-data-operations-associate-britam
Junior Contractor for Data management and Monitoring (yoma) at UNICEF,View Jobs at UNICEF,"Junior Contractor for Data management and Monitoring (yoma) at UNICEFView Jobs in NGO / Non-Profit Associations/View Jobs at UNICEF:Oct 6, 2021Deadline:Oct 9, 2021SaveEmail",in cleaning and working with large datasets.,N/A,https://www.myjobmag.co.ke/job/junior-contractor-for-data-management-and-monitoring-yoma-unicef
Lead Data Analyst at Kune Food,View Jobs at Kune Food,"Lead Data Analyst at Kune FoodView Jobs in Food Services/View Jobs at Kune Food:Oct 6, 2021Deadline:Not specifiedSaveEmail",creating detailed reports and giving presentations.,N/A,https://www.myjobmag.co.ke/job/lead-data-analyst-kune-food
Data Analyst at Kasha Kenya,View Jobs at Kasha Kenya,"Data Analyst at Kasha KenyaView Jobs in Internet / E-commerce/View Jobs at Kasha Kenya:Oct 5, 2021Deadline:Not specifiedSaveEmail",,N/A,https://www.myjobmag.co.ke/job/data-analyst-kasha-kenya
Data Analyst (Contract) at CloudFactory,View Jobs at CloudFactory,"Data Analyst (Contract) at CloudFactoryView Jobs in ICT / Telecommunication/View Jobs at CloudFactory:Oct 4, 2021Deadline:Not specifiedSaveEmail",3 - 4 years,N/A,https://www.myjobmag.co.ke/job/data-analyst-contract-cloudfactory
Data Scientist - African Genomics Program at Roche Kenya,View Jobs at Roche Kenya,"Data Scientist - African Genomics Program at Roche KenyaView Jobs in Pharmaceuticals/View Jobs at Roche Kenya:Oct 4, 2021Deadline:Not specifiedSaveEmail",,N/A,https://www.myjobmag.co.ke/job/data-scientist-african-genomics-program-roche-kenya
Senior Data Analyst at Viamo,View Jobs at Viamo,"Senior Data Analyst at ViamoView Jobs in ICT / Telecommunication/View Jobs at Viamo:Oct 4, 2021Deadline:Not specifiedSaveEmail",using ETL tools,N/A,https://www.myjobmag.co.ke/job/senior-data-analyst-viamo-1
Senior Internal Auditor/ Data Analyst at Equity Bank Kenya,View Jobs at Equity Bank Kenya,"Senior Internal Auditor/ Data Analyst at Equity Bank KenyaView Jobs in Banking / Financial Services/View Jobs at Equity Bank Kenya:Sep 30, 2021Deadline:Oct 5, 2021SaveEmail",3 years,N/A,https://www.myjobmag.co.ke/job/senior-internal-auditor-data-analyst-equity-bank-kenya
Data Engineer at I&M Bank,View Jobs at I&M Bank,"Data Engineer at I&M BankView Jobs in Banking / Financial Services/View Jobs at I&M Bank:Sep 30, 2021Deadline:Oct 12, 2021SaveEmail","with object-oriented/object function scripting languages: Python, Java, Scala, etc.",N/A,https://www.myjobmag.co.ke/job/data-engineer-i-m-bank
Business Intelligence & Data Analyst at Copia,View Jobs at Copia,"Business Intelligence & Data Analyst at CopiaView Jobs in Internet / E-commerce/View Jobs at Copia:Sep 30, 2021Deadline:Not specifiedSaveEmail",,N/A,https://www.myjobmag.co.ke/job/business-intelligence-data-analyst-copia
Data Engineer at Health Strat Kenya,View Jobs at Health Strat Kenya,"Data Engineer at Health Strat KenyaView Jobs in Healthcare / Medical/View Jobs at Health Strat Kenya:Sep 30, 2021Deadline:Oct 12, 2021SaveEmail","in use of open-source analytical tools such as Python, R etc.",N/A,https://www.myjobmag.co.ke/job/data-engineer-health-strat-kenya
"Data Coodinator, Department of Haematology and Oncology at Aga Khan University Hospital",View Jobs at Aga Khan University Hospital,"Data Coodinator, Department of Haematology and Oncology at Aga Khan University HospitalView Jobs in Healthcare / Medical/View Jobs at Aga Khan University Hospital:Sep 30, 2021Deadline:Not specifiedSaveEmail",3 years,N/A,https://www.myjobmag.co.ke/job/data-coodinator-department-of-haematology-and-oncology-aga-khan-university-hospital
Data Protection Officer at CIC Insurance,View Jobs at CIC Insurance,"Data Protection Officer at CIC InsuranceView Jobs in Insurance/View Jobs at CIC Insurance:Sep 29, 2021Deadline:Oct 15, 2021SaveEmail",,N/A,https://www.myjobmag.co.ke/job/data-protection-officer-cic-insurance
Operations Data Analyst Fellow at Sanergy,View Jobs at Sanergy,"Operations Data Analyst Fellow at SanergyView Jobs in Janitorial Services / Environment/View Jobs at Sanergy:Sep 29, 2021Deadline:Oct 30, 2021SaveEmail",,N/A,https://www.myjobmag.co.ke/job/operations-data-analyst-fellow-sanergy
Data Measurement Specialist at Kenya Airways,View Jobs at Kenya Airways,"Data Measurement Specialist at Kenya AirwaysView Jobs in Aviation / Airline/View Jobs at Kenya Airways:Sep 27, 2021Deadline:Not specifiedSaveEmail",in attribution models will be an added advantage.,N/A,https://www.myjobmag.co.ke/job/data-measurement-specialist-kenya-airways
