Title,Company,Date Posted,Experience,Skills/Desc,Link
Data Engineer – IFRS 17 at Jubilee Insurance,View Jobs at Jubilee Insurance,"Data Engineer – IFRS 17 at Jubilee InsuranceView Jobs in Insurance/View Jobs at Jubilee Insurance:Mar 17, 2025Deadline:Mar 21, 2025SaveEmail",3 years,N/A,https://www.myjobmag.co.ke/job/data-engineer-ifrs-17-jubilee-insurance
Part-Time Lecturers - Data Science at The Open University of Kenya,View Jobs at The Open University of Kenya,"Part-Time Lecturers - Data Science at The Open University of KenyaView Jobs in Education / Teaching/View Jobs at The Open University of Kenya:Mar 15, 2025Deadline:Mar 24, 2025SaveEmail",in developing course content and facilitating online learning will be an added advantage.,N/A,https://www.myjobmag.co.ke/job/part-time-lecturers-data-science-the-open-university-of-kenya
Part-Time Lecturers - Data Science or Computer Science at The Open University of Kenya,View Jobs at The Open University of Kenya,"Part-Time Lecturers - Data Science or Computer Science at The Open University of KenyaView Jobs in Education / Teaching/View Jobs at The Open University of Kenya:Mar 15, 2025Deadline:Mar 24, 2025SaveEmail",in developing course content and facilitating online learning will be an added advantage.,N/A,https://www.myjobmag.co.ke/job/part-time-lecturers-data-science-or-computer-science-the-open-university-of-kenya
Part-Time Lecturers - Computer Science or Data Science or IT at The Open University of Kenya,View Jobs at The Open University of Kenya,"Part-Time Lecturers - Computer Science or Data Science or IT at The Open University of KenyaView Jobs in Education / Teaching/View Jobs at The Open University of Kenya:Mar 15, 2025Deadline:Mar 24, 2025SaveEmail",in developing course content and facilitating online learning will be an added advantage.,N/A,https://www.myjobmag.co.ke/job/part-time-lecturers-computer-science-or-data-science-or-it-the-open-university-of-kenya
Intern - Infrustructure Management & Data Centre Operations at United Nations Office at Nairobi (UNON),View Jobs at United Nations Office at Nairobi (UNON),"Intern - Infrustructure Management & Data Centre Operations at United Nations Office at Nairobi (UNON)View Jobs in Government/View Jobs at United Nations Office at Nairobi (UNON):Mar 14, 2025Deadline:Mar 26, 2025SaveEmail",,N/A,https://www.myjobmag.co.ke/job/intern-infrustructure-management-data-centre-operations-united-nations-office-at-nairobi-unon
Part- time Content Developers - Data Science - 3 Posts at The Open University of Kenya,View Jobs at The Open University of Kenya,"Part- time Content Developers - Data Science - 3 Posts at The Open University of KenyaView Jobs in Education / Teaching/View Jobs at The Open University of Kenya:Mar 14, 2025Deadline:Mar 24, 2025SaveEmail",in developing course content and facilitating online learning will be an added advantage.,N/A,https://www.myjobmag.co.ke/job/part-time-content-developers-data-science-3-posts-the-open-university-of-kenya
Part- time Content Developers - Computer Science or Data Science - 3 Posts at The Open University of Kenya,View Jobs at The Open University of Kenya,"Part- time Content Developers - Computer Science or Data Science - 3 Posts at The Open University of KenyaView Jobs in Education / Teaching/View Jobs at The Open University of Kenya:Mar 14, 2025Deadline:Mar 24, 2025SaveEmail",in developing course content and facilitating online learning will be an added advantage.,N/A,https://www.myjobmag.co.ke/job/part-time-content-developers-computer-science-or-data-science-3-posts-the-open-university-of-kenya
Part- time Content Developers - Data Sciences at The Open University of Kenya,View Jobs at The Open University of Kenya,"Part- time Content Developers - Data Sciences at The Open University of KenyaView Jobs in Education / Teaching/View Jobs at The Open University of Kenya:Mar 14, 2025Deadline:Mar 24, 2025SaveEmail",in developing course content and facilitating online learning will be an added advantage.,N/A,https://www.myjobmag.co.ke/job/part-time-content-developers-data-sciences-the-open-university-of-kenya
"Data Associate, Provost Office COE at Aga Khan University Hospital",View Jobs at Aga Khan University Hospital,"Data Associate, Provost Office COE at Aga Khan University HospitalView Jobs in Healthcare / Medical/View Jobs at Aga Khan University Hospital:Mar 14, 2025Deadline:Not specifiedSaveEmail",in data analysis will be an added advantage,N/A,https://www.myjobmag.co.ke/job/data-associate-provost-office-coe-aga-khan-university-hospital
Data Analyst – Business Transformation (1) at SBM Bank,View Jobs at SBM Bank,"Data Analyst – Business Transformation (1) at SBM BankView Jobs in Banking / Financial Services/View Jobs at SBM Bank:Mar 13, 2025Deadline:Mar 27, 2025SaveEmail",,N/A,https://www.myjobmag.co.ke/job/data-analyst-business-transformation-1-sbm-bank
Data Analyst Consultant at Morsan HR Consulting,View Jobs at Morsan HR Consulting,"Data Analyst Consultant at Morsan HR ConsultingView Jobs in Consulting/View Jobs at Morsan HR Consulting:Mar 13, 2025Deadline:Not specifiedSaveEmail",5 years,N/A,https://www.myjobmag.co.ke/job/data-analyst-consultant-morsan-hr-consulting-1
Digital Health & Data at Amref Kenya,View Jobs at Amref Kenya,"Digital Health & Data at Amref KenyaView Jobs in Healthcare / Medical/View Jobs at Amref Kenya:Mar 13, 2025Deadline:Not specifiedSaveEmail",,N/A,https://www.myjobmag.co.ke/job/digital-health-data-amref-kenya
Assistant Manager – Data Analytics & Operations at CIC Insurance,View Jobs at CIC Insurance,"Assistant Manager – Data Analytics & Operations at CIC InsuranceView Jobs in Insurance/View Jobs at CIC Insurance:Mar 12, 2025Deadline:Mar 20, 2025SaveEmail",5 years,N/A,https://www.myjobmag.co.ke/job/assistant-manager-data-analytics-operations-cic-insurance
Part-time Lecturers - Data Analytics at Mama Ngina University College (MNUC),View Jobs at Mama Ngina University College (MNUC),"Part-time Lecturers - Data Analytics at Mama Ngina University College (MNUC)View Jobs in Education / Teaching/View Jobs at Mama Ngina University College (MNUC):Mar 12, 2025Deadline:Mar 19, 2025SaveEmail",3 years,N/A,https://www.myjobmag.co.ke/job/part-time-lecturers-data-analytics-mama-ngina-university-college-mnuc
HR Payroll & Data Officer (French Speaker) at International Committee of the Red Cross (ICRC),View Jobs at International Committee of the Red Cross (ICRC),"HR Payroll & Data Officer (French Speaker) at International Committee of the Red Cross (ICRC)View Jobs in Healthcare / Medical/View Jobs at International Committee of the Red Cross (ICRC):Mar 12, 2025Deadline:Not specifiedSaveEmail",3 - 5 years,N/A,https://www.myjobmag.co.ke/job/hr-payroll-data-officer-french-speaker-international-committee-of-the-red-cross-icrc-1
Data Engineer (Analyst) at Cigna,View Jobs at Cigna,"Data Engineer (Analyst) at CignaView Jobs in Insurance/View Jobs at Cigna:Mar 10, 2025Deadline:Not specifiedSaveEmail","with Data Management tools such as Informatika, Collibra, Erwin is a plus",N/A,https://www.myjobmag.co.ke/job/data-engineer-analyst-cigna
Data Product Officer at ICEA Lion Group,View Jobs at ICEA Lion Group,"Data Product Officer at ICEA Lion GroupView Jobs in Insurance/View Jobs at ICEA Lion Group:Mar 10, 2025Deadline:Not specifiedSaveEmail",working with business stakeholders to drive data product adoption.,N/A,https://www.myjobmag.co.ke/job/data-product-officer-icea-lion-group
Data Analyst Intern at Brisk Credit LTD,View Jobs at Brisk Credit LTD,"Data Analyst Intern at Brisk Credit LTDView Jobs in Banking / Financial Services/View Jobs at Brisk Credit LTD:Mar 10, 2025Deadline:Not specifiedSaveEmail",,N/A,https://www.myjobmag.co.ke/job/data-analyst-intern-brisk-credit-ltd
Data Entry Intern at Burhani Engineers Ltd,View Jobs at Burhani Engineers Ltd,"Data Entry Intern at Burhani Engineers LtdView Jobs in Engineering / Technical/View Jobs at Burhani Engineers Ltd:Mar 10, 2025Deadline:Not specifiedSaveEmail",,N/A,https://www.myjobmag.co.ke/job/data-entry-intern-burhani-engineers-ltd-2
Data Privacy Manager at KCB Bank Kenya,View Jobs at KCB Bank Kenya,"Data Privacy Manager at KCB Bank KenyaView Jobs in Banking / Financial Services/View Jobs at KCB Bank Kenya:Mar 8, 2025Deadline:Mar 21, 2025SaveEmail",5 years of Relevant  is Required as well as the following:2 years’ experience in data protection is essential5 years’ experience in risk management is desired1 year experience in project management is an added advantage1 year’ experience in audit is desired2 years’ experience in banking operations is an added advantage2 years’ experience in research desired,N/A,https://www.myjobmag.co.ke/job/data-privacy-manager-kcb-bank-kenya-1
M-Pesa Africa - Senior Officer Data Protection at Safaricom Kenya,View Jobs at Safaricom Kenya,"M-Pesa Africa - Senior Officer Data Protection at Safaricom KenyaView Jobs in ICT / Telecommunication/View Jobs at Safaricom Kenya:Mar 6, 2025Deadline:Mar 12, 2025SaveEmail",in providing expert advice on data protection matters and conducting Data Protection Impact Assessments (DPIAs) to ensure privacy risks are mitigated effectively.,N/A,https://www.myjobmag.co.ke/job/m-pesa-africa-senior-officer-data-protection-safaricom-kenya-1
"Data Engineer, ICT Administration Office at Aga Khan University Hospital",View Jobs at Aga Khan University Hospital,"Data Engineer, ICT Administration Office at Aga Khan University HospitalView Jobs in Healthcare / Medical/View Jobs at Aga Khan University Hospital:Mar 6, 2025Deadline:Mar 19, 2025SaveEmail",2 years,N/A,https://www.myjobmag.co.ke/job/data-engineer-ict-administration-office-aga-khan-university-hospital-1
Aqua Data Analyst at Victory Farms,View Jobs at Victory Farms,"Aqua Data Analyst at Victory FarmsView Jobs in Agriculture / Agro-Allied/View Jobs at Victory Farms:Mar 5, 2025Deadline:Mar 12, 2025SaveEmail","in creating dashboards and data visualizations using relevant software (e.g., Power BI, Tableau).",N/A,https://www.myjobmag.co.ke/job/aqua-data-analyst-victory-farms
"Human Resource Officer – Recruitment, Compensation & Benefits Management and Data Management at St. Paulâ€™s University",View Jobs at St. Paul’s University,"Human Resource Officer – Recruitment, Compensation & Benefits Management and Data Management at St. Paul’s UniversityView Jobs in Education / Teaching/View Jobs at St. Paul’s University:Mar 5, 2025Deadline:Mar 17, 2025SaveEmail",4 years,N/A,https://www.myjobmag.co.ke/job/human-resource-officer-recruitment-compensation-benefits-management-and-data-management-st-paul-rsquo-s-university
Data Analyst - Sales at Kenya Wine Agencies Limited (KWAL),View Jobs at Kenya Wine Agencies Limited (KWAL),"Data Analyst - Sales at Kenya Wine Agencies Limited (KWAL)View Jobs in Manufacturing / Production / FMCG/View Jobs at Kenya Wine Agencies Limited (KWAL):Mar 5, 2025Deadline:Mar 11, 2025SaveEmail",,N/A,https://www.myjobmag.co.ke/job/data-analyst-sales-kenya-wine-agencies-limited-kwal
Data Protection Consultant Trainers- Kisumu at Indepth Research Services (IRES),View Jobs at Indepth Research Services (IRES),"Data Protection Consultant Trainers- Kisumu at Indepth Research Services (IRES)View Jobs in Consulting/View Jobs at Indepth Research Services (IRES):Mar 4, 2025Deadline:Mar 18, 2025SaveEmail",working with organizations to implement data protection policies and frameworks.,N/A,https://www.myjobmag.co.ke/job/data-protection-consultant-trainers-kisumu-indepthresearch
Data Protection Consultant Trainers- Nakuru at Indepth Research Services (IRES),View Jobs at Indepth Research Services (IRES),"Data Protection Consultant Trainers- Nakuru at Indepth Research Services (IRES)View Jobs in Consulting/View Jobs at Indepth Research Services (IRES):Mar 4, 2025Deadline:Mar 18, 2025SaveEmail",working with organizations to implement data protection policies and frameworks.,N/A,https://www.myjobmag.co.ke/job/data-protection-consultant-trainers-nakuru-indepthresearch
Data Protection Consultant Trainers- Mombasa at Indepth Research Services (IRES),View Jobs at Indepth Research Services (IRES),"Data Protection Consultant Trainers- Mombasa at Indepth Research Services (IRES)View Jobs in Consulting/View Jobs at Indepth Research Services (IRES):Mar 4, 2025Deadline:Mar 18, 2025SaveEmail",working with organizations to implement data protection policies and frameworks.,N/A,https://www.myjobmag.co.ke/job/data-protection-consultant-trainers-mombasa-indepthresearch
Data Protection Consultant Trainers- Nairobi at Indepth Research Services (IRES),View Jobs at Indepth Research Services (IRES),"Data Protection Consultant Trainers- Nairobi at Indepth Research Services (IRES)View Jobs in Consulting/View Jobs at Indepth Research Services (IRES):Mar 4, 2025Deadline:Mar 18, 2025SaveEmail",working with organizations to implement data protection policies and frameworks.,N/A,https://www.myjobmag.co.ke/job/data-protection-consultant-trainers-nairobi-indepthresearch
Data Assistant at Dragonfly Limited,View Jobs at Dragonfly Limited,"Data Assistant at Dragonfly LimitedView Jobs in Media / Radio / TV/View Jobs at Dragonfly Limited:Mar 3, 2025Deadline:Not specifiedSaveEmail",1 - 3 years,N/A,https://www.myjobmag.co.ke/job/data-assistant-dragonfly-limited
Data Reporting and Communications Specialist at Rainforest Alliance,View Jobs at Rainforest Alliance,"Data Reporting and Communications Specialist at Rainforest AllianceView Jobs in NGO / Non-Profit Associations/View Jobs at Rainforest Alliance:Mar 3, 2025Deadline:Not specifiedSaveEmail",working for or with global coffee companies would be a plus;,N/A,https://www.myjobmag.co.ke/job/data-reporting-and-communications-specialist-rainforest-alliance
Data Analyst Consultant at Morsan HR Consulting,View Jobs at Morsan HR Consulting,"Data Analyst Consultant at Morsan HR ConsultingView Jobs in Consulting/View Jobs at Morsan HR Consulting:Mar 3, 2025Deadline:Not specifiedSaveEmail",5 years,N/A,https://www.myjobmag.co.ke/job/data-analyst-consultant-morsan-hr-consulting
Data Protection Manager (Re-Advertisement) at United States International University - USIU Africa,View Jobs at United States International University - USIU Africa,"Data Protection Manager (Re-Advertisement) at United States International University - USIU AfricaView Jobs in Education / Teaching/View Jobs at United States International University - USIU Africa:Mar 3, 2025Deadline:Mar 12, 2025SaveEmail",in managing data incidents and breaches.,N/A,https://www.myjobmag.co.ke/job/data-protection-manager-re-advertisement-united-states-international-university-usiu-africa
"Data, AI & Emerging Technologies Head at World Vision Kenya",View Jobs at World Vision Kenya,"Data, AI & Emerging Technologies Head at World Vision KenyaView Jobs in NGO / Non-Profit Associations/View Jobs at World Vision Kenya:Feb 28, 2025Deadline:Not specifiedSaveEmail",in humanitarian or nonprofit sector is a plus,N/A,https://www.myjobmag.co.ke/job/data-ai-emerging-technologies-head-world-vision-kenya-2
Data Engineer at Adanian Labs,View Jobs at Adanian Labs,"Data Engineer at Adanian LabsView Jobs in ICT / Telecommunication/View Jobs at Adanian Labs:Feb 27, 2025Deadline:Not specifiedSaveEmail",3 - 4 years,N/A,https://www.myjobmag.co.ke/job/data-engineer-adanian-labs
Associate Data Centre Technical Services Systems Integration Specialist at NTT Ltd,View Jobs at NTT Ltd,"Associate Data Centre Technical Services Systems Integration Specialist at NTT LtdView Jobs in ICT / Telecommunication/View Jobs at NTT Ltd:Feb 26, 2025Deadline:Not specifiedSaveEmail",,N/A,https://www.myjobmag.co.ke/job/associate-data-centre-technical-services-systems-integration-specialist-ntt-ltd-1
Engineer - Data Center Mechanical at Safaricom Kenya,View Jobs at Safaricom Kenya,"Engineer - Data Center Mechanical at Safaricom KenyaView Jobs in ICT / Telecommunication/View Jobs at Safaricom Kenya:Feb 26, 2025Deadline:Mar 4, 2025SaveEmail",in greenhouse gas inventories/reporting is a plus.,N/A,https://www.myjobmag.co.ke/job/engineer-data-center-mechanical-safaricom-kenya
Engineer - Data Center & Operations at Safaricom Kenya,View Jobs at Safaricom Kenya,"Engineer - Data Center & Operations at Safaricom KenyaView Jobs in ICT / Telecommunication/View Jobs at Safaricom Kenya:Feb 26, 2025Deadline:Mar 4, 2025SaveEmail","with HVAC, UPS, DCIM, and power distribution systems.",N/A,https://www.myjobmag.co.ke/job/engineer-data-center-operations-safaricom-kenya
Group Data Privacy Manager at Airtel,View Jobs at Airtel,"Group Data Privacy Manager at AirtelView Jobs in ICT / Telecommunication/View Jobs at Airtel:Feb 26, 2025Deadline:Not specifiedSaveEmail",in conducting data protection impact assessments and managing data protection incidents.,N/A,https://www.myjobmag.co.ke/job/group-data-privacy-manager-airtel
Senior Data Governance Specialist - Contract at ICEA Lion Group,View Jobs at ICEA Lion Group,"Senior Data Governance Specialist - Contract at ICEA Lion GroupView Jobs in Insurance/View Jobs at ICEA Lion Group:Feb 25, 2025Deadline:Not specifiedSaveEmail",in leading data projects or teams is highly desirable.,N/A,https://www.myjobmag.co.ke/job/senior-data-governance-specialist-contract-icea-lion-group
Senior Data Scientist at Kenya Airways,View Jobs at Kenya Airways,"Senior Data Scientist at Kenya AirwaysView Jobs in Aviation / Airline/View Jobs at Kenya Airways:Feb 25, 2025Deadline:Mar 6, 2025SaveEmail",in working with Big Data Cloud solutions.,N/A,https://www.myjobmag.co.ke/job/senior-data-scientist-kenya-airways-2
Senior Data Engineer at ICEA Lion Group,View Jobs at ICEA Lion Group,"Senior Data Engineer at ICEA Lion GroupView Jobs in Insurance/View Jobs at ICEA Lion Group:Feb 25, 2025Deadline:Not specifiedSaveEmail","with cloud platforms such as AWS, Google Cloud Platform, or Azure, particularly their data services (e.g., AWS S3, GCP BigQuery).",N/A,https://www.myjobmag.co.ke/job/senior-data-engineer-icea-lion-group-1
Principal: Data Engineer at Cellulant Corporation,View Jobs at Cellulant Corporation,"Principal: Data Engineer at Cellulant CorporationView Jobs in ICT / Telecommunication/View Jobs at Cellulant Corporation:Feb 24, 2025Deadline:Not specifiedSaveEmail","with Machine Learning model creation, training & operationalisation",N/A,https://www.myjobmag.co.ke/job/principal-data-engineer-cellulant-corporation
Data Science/Machine Learning Engineer at Sight and Sound Limited,View Jobs at Sight and Sound Limited,"Data Science/Machine Learning Engineer at Sight and Sound LimitedView Jobs in Media / Radio / TV/View Jobs at Sight and Sound Limited:Feb 24, 2025Deadline:Not specifiedSaveEmail",2years  in a similar or relevant position,N/A,https://www.myjobmag.co.ke/job/data-science-machine-learning-engineer-sight-and-sound-limited
Head of Data & Analytics at Jacaranda Health,View Jobs at Jacaranda Health,"Head of Data & Analytics at Jacaranda HealthView Jobs in NGO / Non-Profit Associations/View Jobs at Jacaranda Health:Feb 24, 2025Deadline:Mar 5, 2025SaveEmail",7 years,N/A,https://www.myjobmag.co.ke/job/head-of-data-analytics-jacaranda-health-1
Data Scientist at Jacaranda Health,View Jobs at Jacaranda Health,"Data Scientist at Jacaranda HealthView Jobs in NGO / Non-Profit Associations/View Jobs at Jacaranda Health:Feb 24, 2025Deadline:Mar 5, 2025SaveEmail",supporting implementing  programs is a plus,N/A,https://www.myjobmag.co.ke/job/data-scientist-jacaranda-health
Intern - Geospatial Data Analysis at UN-Habitat,View Jobs at UN-Habitat,"Intern - Geospatial Data Analysis at UN-HabitatView Jobs in NGO / Non-Profit Associations/View Jobs at UN-Habitat:Feb 22, 2025Deadline:Mar 7, 2025SaveEmail",,N/A,https://www.myjobmag.co.ke/job/intern-geospatial-data-analysis-un-habitat
Data Protection Officer at Kenya Red Cross Society,View Jobs at Kenya Red Cross Society,"Data Protection Officer at Kenya Red Cross SocietyView Jobs in Healthcare / Medical/View Jobs at Kenya Red Cross Society:Feb 22, 2025Deadline:Not specifiedSaveEmail","in data breach management: Understanding the process of identifying, containing, and reporting data breaches",N/A,https://www.myjobmag.co.ke/job/data-protection-officer-kenya-red-cross-society-1
"Legal, Compliance, and Data Privacy Healthcare Lead Developing Markets at Merck Group",View Jobs at Merck Group,"Legal, Compliance, and Data Privacy Healthcare Lead Developing Markets at Merck GroupView Jobs in Pharmaceuticals/View Jobs at Merck Group:Feb 21, 2025Deadline:Not specifiedSaveEmail",5 years,N/A,https://www.myjobmag.co.ke/job/legal-compliance-and-data-privacy-healthcare-lead-developing-markets-merck-group-1
Data Protection Officer at Kenya Red Cross Society,View Jobs at Kenya Red Cross Society,"Data Protection Officer at Kenya Red Cross SocietyView Jobs in Healthcare / Medical/View Jobs at Kenya Red Cross Society:Feb 21, 2025Deadline:Feb 27, 2025SaveEmail","in data breach management: Understanding the process of identifying, containing, and reporting data breaches",N/A,https://www.myjobmag.co.ke/job/data-protection-officer-kenya-red-cross-society
Financial Risk Management and Data Analyst at Zamara Kenya,View Jobs at Zamara Kenya,"Financial Risk Management and Data Analyst at Zamara KenyaView Jobs in Banking / Financial Services/View Jobs at Zamara Kenya:Feb 21, 2025Deadline:Feb 25, 2025SaveEmail",1 - 2 years,N/A,https://www.myjobmag.co.ke/job/financial-risk-management-and-data-analyst-zamara-kenya
Cyber Security-Data Scientist Intern at Adili Group,View Jobs at Adili Group,"Cyber Security-Data Scientist Intern at Adili GroupView Jobs in General/View Jobs at Adili Group:Feb 21, 2025Deadline:Feb 27, 2025SaveEmail","with cloud platforms (e.g., Azure, AWS, GCP)",N/A,https://www.myjobmag.co.ke/job/cyber-security-data-scientist-intern-adili-group
Supply Chain Systems and Data Analytics Specialist at One Acre Fund,View Jobs at One Acre Fund,"Supply Chain Systems and Data Analytics Specialist at One Acre FundView Jobs in Banking / Financial Services/View Jobs at One Acre Fund:Feb 20, 2025Deadline:Not specifiedSaveEmail",creating concise process documentation and conducting user training.,N/A,https://www.myjobmag.co.ke/job/supply-chain-systems-and-data-analytics-specialist-one-acre-fund
People Data and Analytics Manager at BURN,View Jobs at BURN,"People Data and Analytics Manager at BURNView Jobs in Power / Energy/View Jobs at BURN:Feb 20, 2025Deadline:Not specifiedSaveEmail",3 - 5 years,N/A,https://www.myjobmag.co.ke/job/people-data-and-analytics-manager-burn
"Data, AI & Emerging Technologies Head at World Vision Kenya",View Jobs at World Vision Kenya,"Data, AI & Emerging Technologies Head at World Vision KenyaView Jobs in NGO / Non-Profit Associations/View Jobs at World Vision Kenya:Feb 20, 2025Deadline:Not specifiedSaveEmail",in humanitarian or nonprofit sector is a plus,N/A,https://www.myjobmag.co.ke/job/data-ai-emerging-technologies-head-world-vision-kenya-1
Junior Data Analyst at Twiva,View Jobs at Twiva,"Junior Data Analyst at TwivaView Jobs in Online Sales / Marketing/View Jobs at Twiva:Feb 20, 2025Deadline:Not specifiedSaveEmail",Strong analytical and problem-solving skills with a keen eye for detail  working with large datasets and translating insights into action,N/A,https://www.myjobmag.co.ke/job/junior-data-analyst-twiva
M-Pesa Africa - Senior Officer Data Protection at Safaricom Kenya,View Jobs at Safaricom Kenya,"M-Pesa Africa - Senior Officer Data Protection at Safaricom KenyaView Jobs in ICT / Telecommunication/View Jobs at Safaricom Kenya:Feb 20, 2025Deadline:Feb 27, 2025SaveEmail",in providing expert advice on data protection matters and conducting Data Protection Impact Assessments (DPIAs) to ensure privacy risks are mitigated effectively.,N/A,https://www.myjobmag.co.ke/job/m-pesa-africa-senior-officer-data-protection-safaricom-kenya
Human Resource Data Analytics Supervisor at Victory Farms,View Jobs at Victory Farms,"Human Resource Data Analytics Supervisor at Victory FarmsView Jobs in Agriculture / Agro-Allied/View Jobs at Victory Farms:Feb 19, 2025Deadline:Feb 26, 2025SaveEmail",3 years,N/A,https://www.myjobmag.co.ke/job/human-resource-data-analytics-supervisor-victory-farms
Data Ethics & Sharing Officer at Rainforest Alliance,View Jobs at Rainforest Alliance,"Data Ethics & Sharing Officer at Rainforest AllianceView Jobs in NGO / Non-Profit Associations/View Jobs at Rainforest Alliance:Feb 18, 2025Deadline:Not specifiedSaveEmail","in supply chain traceability systems or similar data ecosystems (3–5 years preferred), ensuring ethical data handling throughout the supply chain.",N/A,https://www.myjobmag.co.ke/job/data-ethics-sharing-officer-rainforest-alliance-1
Lecturer – Grade 12 (Data Science) at Jaramogi Oginga Odinga University of Science and Technology,View Jobs at Jaramogi Oginga Odinga University of Science and Technology,"Lecturer – Grade 12 (Data Science) at Jaramogi Oginga Odinga University of Science and TechnologyView Jobs in Education / Teaching/View Jobs at Jaramogi Oginga Odinga University of Science and Technology:Feb 18, 2025Deadline:Mar 4, 2025SaveEmail",3 years,N/A,https://www.myjobmag.co.ke/job/lecturer-grade-12-data-science-jaramogi-oginga-odinga-university-of-science-and-technology
"Head of Research, Evidence & Data at Teaching at the Right Level Africa",View Jobs at Teaching at the Right Level Africa,"Head of Research, Evidence & Data at Teaching at the Right Level AfricaView Jobs in NGO / Non-Profit Associations/View Jobs at Teaching at the Right Level Africa:Feb 17, 2025Deadline:Not specifiedSaveEmail",with foundational literacy and numerac,N/A,https://www.myjobmag.co.ke/job/head-of-research-evidence-data-teaching-at-the-right-level-africa
Junior Data Analyst at ICEA Lion Group,View Jobs at ICEA Lion Group,"Junior Data Analyst at ICEA Lion GroupView Jobs in Insurance/View Jobs at ICEA Lion Group:Feb 14, 2025Deadline:Not specifiedSaveEmail","in cleaning, structuring, and integrating data from multiple sources for analysis.",N/A,https://www.myjobmag.co.ke/job/junior-data-analyst-icea-lion-group
"Data Collation Assistant, Liner Services at Inchcape Kenya LTD",View Jobs at Inchcape Kenya LTD,"Data Collation Assistant, Liner Services at Inchcape Kenya LTDView Jobs in Engineering / Technical/View Jobs at Inchcape Kenya LTD:Feb 13, 2025Deadline:Not specifiedSaveEmail",2 years,N/A,https://www.myjobmag.co.ke/job/data-collation-assistant-liner-services-inchcape-kenya-ltd
Data Scientist at Mawingu,View Jobs at Mawingu,"Data Scientist at MawinguView Jobs in ICT / Telecommunication/View Jobs at Mawingu:Feb 12, 2025Deadline:Feb 24, 2025SaveEmail","Data & Visualization:  with Tableau, Power BI, and data warehousing (Redshift, BigQuery).",N/A,https://www.myjobmag.co.ke/job/data-scientist-mawingu
Project Data Officer at St John Ambulance,View Jobs at St John Ambulance,"Project Data Officer at St John AmbulanceView Jobs in NGO / Non-Profit Associations/View Jobs at St John Ambulance:Feb 11, 2025Deadline:Feb 13, 2025SaveEmail","working in Rongai, Kajiado counties.",N/A,https://www.myjobmag.co.ke/job/project-data-officer-st-john-ambulance-1
HR Payroll & Data Officer (French Speaker) at International Committee of the Red Cross (ICRC),View Jobs at International Committee of the Red Cross (ICRC),"HR Payroll & Data Officer (French Speaker) at International Committee of the Red Cross (ICRC)View Jobs in Healthcare / Medical/View Jobs at International Committee of the Red Cross (ICRC):Feb 11, 2025Deadline:Not specifiedSaveEmail",,N/A,https://www.myjobmag.co.ke/job/hr-payroll-data-officer-french-speaker-international-committee-of-the-red-cross-icrc
Data Science Information Systems & Analytics Developer at World Agroforestry Centre (ICRAF),View Jobs at World Agroforestry Centre (ICRAF),"Data Science Information Systems & Analytics Developer at World Agroforestry Centre (ICRAF)View Jobs in Agriculture / Agro-Allied/View Jobs at World Agroforestry Centre (ICRAF):Feb 10, 2025Deadline:Not specifiedSaveEmail",2 - 4 years,N/A,https://www.myjobmag.co.ke/job/data-science-information-systems-analytics-developer-world-agroforestry-centre-icraf
Data Analyst at Sight and Sound Limited,View Jobs at Sight and Sound Limited,"Data Analyst at Sight and Sound LimitedView Jobs in Media / Radio / TV/View Jobs at Sight and Sound Limited:Feb 10, 2025Deadline:Not specifiedSaveEmail",1 year,N/A,https://www.myjobmag.co.ke/job/data-analyst-sight-and-sound-limited
Global Purchasing Data Senior Supervisor at One Acre Fund,View Jobs at One Acre Fund,"Global Purchasing Data Senior Supervisor at One Acre FundView Jobs in Banking / Financial Services/View Jobs at One Acre Fund:Feb 10, 2025Deadline:Not specifiedSaveEmail",2 years,N/A,https://www.myjobmag.co.ke/job/global-purchasing-data-senior-supervisor-one-acre-fund
Data Analyst at Summit Recruitment and Search,View Jobs at Summit Recruitment and Search,"Data Analyst at Summit Recruitment and SearchView Jobs in Consulting/View Jobs at Summit Recruitment and Search:Feb 10, 2025Deadline:Not specifiedSaveEmail",creating clear and effective data visualizations that tell compelling stories.,N/A,https://www.myjobmag.co.ke/job/data-analyst-summit-recruitment-and-search-4
Software & Data Engineer (Logistics & Finance Analytics) at Nani Employee Leasing Company (Nani EL),View Jobs at Nani Employee Leasing Company (Nani EL),"Software & Data Engineer (Logistics & Finance Analytics) at Nani Employee Leasing Company (Nani EL)View Jobs in Consulting/View Jobs at Nani Employee Leasing Company (Nani EL):Feb 8, 2025Deadline:Feb 15, 2025SaveEmail","Bonus:  with AI/ML, time series analysis, or mathematical optimization",N/A,https://www.myjobmag.co.ke/job/software-data-engineer-logistics-finance-analytics-nani-employee-leasing-company-nani-el
Data Protection Officer at Food For Education,View Jobs at Food For Education,"Data Protection Officer at Food For EducationView Jobs in NGO / Non-Profit Associations/View Jobs at Food For Education:Feb 7, 2025Deadline:Not specifiedSaveEmail",3 years,N/A,https://www.myjobmag.co.ke/job/data-protection-officer-food-for-education
Data Analyst at Summit Recruitment and Search,View Jobs at Summit Recruitment and Search,"Data Analyst at Summit Recruitment and SearchView Jobs in Consulting/View Jobs at Summit Recruitment and Search:Feb 7, 2025Deadline:Not specifiedSaveEmail",creating clear and effective data visualizations that tell compelling stories.,N/A,https://www.myjobmag.co.ke/job/data-analyst-summit-recruitment-and-search-3
